338.1,2
325.8,2
335.8,2
336.9,2
328.1,2
327.4,2
326.5,2
327.7,2
327.3,2
337.8,2
327.9,2
322.4,2
328.7,2
328.0,2
333.1,2
339.5,2
335.9,2
323.5,2
339.4,2
333.5,2
324.3,2
327.1,2
334.1,2
337.2,2
338.5,2
329.9,2
328.7,2
324.4,2
335.9,2
339.5,2
333.1,2
325.9,2
330.4,2
333.8,2
320.1,2
326.1,2
338.3,2
328.8,2
339.1,2
322.7,2
331.5,2
325.4,2
327.7,2
332.8,2
324.8,2
335.1,2
322.0,2
332.4,2
334.8,2
321.0,2
335.8,2
338.0,2
332.3,2
322.0,2
325.3,2
336.0,2
323.1,1
328.8,1
320.7,1
321.0,1
326.0,1
320.2,1
324.7,1
339.0,1
320.8,1
324.6,1
329.4,1
328.2,1
333.5,1
320.9,1
325.4,1
330.9,1
337.9,1
339.7,1
336.3,1
326.8,1
327.3,1
323.0,1
331.5,1
338.2,1
325.4,1
322.6,1
321.3,1
330.0,1
328.0,1
331.7,1
335.2,1
338.3,1
326.5,1
329.2,1
325.0,1
335.3,1
328.1,1
332.1,1
323.1,1
323.6,1
331.4,1
323.2,1
329.8,1
322.1,1
334.2,1
337.6,1
324.4,1
338.1,1
337.2,1
332.8,1
335.8,1
330.9,1
332.1,1
335.9,1
324.1,1
334.9,1
335.3,1
323.3,1
327.8,1
325.0,1
321.2,1
322.4,1
320.0,1
328.7,1
329.9,1
339.1,1
336.4,1
337.3,1
330.3,1
337.5,1
329.8,1
328.3,1
330.6,1
339.6,1
320.7,1
331.4,1
333.4,1
336.9,1
333.9,1
324.2,1
332.4,1
330.8,1
321.9,1
324.6,1
321.1,1
331.9,1
332.3,1
320.9,1
338.5,1
322.6,1
325.4,1
333.8,1
336.7,1
339.8,1
321.0,1
332.8,1
328.2,1
320.3,1
332.1,1
322.1,1
322.5,1
336.8,1
332.3,2
334.7,2
334.5,2
336.1,2
334.1,2
326.4,2
322.2,2
339.3,2
326.9,2
336.4,2
330.2,2
321.8,2
329.8,2
339.0,2
324.0,2
336.7,2
338.3,2
331.8,2
320.6,2
334.2,2
324.8,2
324.3,2
331.5,2
339.3,2
329.9,2
333.6,2
327.2,2
330.4,2
335.7,2
331.5,2
337.9,2
322.9,2
326.5,2
329.4,2
339.7,2
329.8,2
338.5,2
323.5,2
335.6,2
339.1,2
321.7,2
337.6,2
332.0,2
337.2,2
322.2,2
334.4,2
324.7,2
320.3,2
333.3,2
320.2,2
337.6,2
337.2,2
333.4,2
331.6,2
320.5,2
322.3,2
331.7,2
333.3,2
337.3,2
336.0,2
320.0,2
334.4,2
321.6,2
326.0,2
329.1,2
335.8,2
326.9,2
332.2,2
334.2,2
323.0,2
328.9,2
327.9,2
338.3,2
325.5,2
334.6,2
326.1,2
334.2,2
329.8,2
337.8,2
334.0,2
331.9,2
324.8,2
332.7,2
338.4,2
323.4,2
320.7,2
329.8,2
321.5,2
334.3,2
326.1,2
330.7,2
335.3,2
328.3,2
338.0,2
338.7,2
324.5,2
336.7,2
335.4,2
322.6,2
336.4,2
329.5,2
332.6,2
336.0,2
329.9,2
332.4,2
332.0,2
330.2,2
337.3,2
331.4,2
327.3,2
333.2,2
321.3,2
330.0,2
324.8,2
331.2,2
329.2,2
323.2,2
322.2,2
330.8,2
322.8,2
323.0,2
339.4,2
324.3,2
336.0,2
332.1,2
329.2,2
335.5,2
320.5,2
329.5,2
323.2,2
333.9,2
321.8,2
323.9,2
326.6,2
320.9,2
334.9,2
320.0,2
320.0,2
329.0,2
320.6,2
337.4,2
329.2,2
322.3,2
336.3,2
324.0,2
326.6,2
195.4,4
187.0,5
217.9,5
289.7,4
106.4,5
170.4,5
241.0,4
156.1,5
246.5,5
273.9,5
207.4,5
161.0,4
201.8,5
184.9,4
243.8,4
480.9,4
458.4,4
525.1,5
503.0,5
430.8,5
366.9,5
427.4,4
528.8,5
418.3,5
360.4,5
450.4,5
474.4,4
382.1,4
414.9,4
473.9,4
